Overall Qual,Year Remod/Add,Mas Vnr Area,TotRms AbvGrd,BsmtFin SF 1,MS Zoning,Street,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Paved Drive,Sale Type,Sale Condition,Neighborhood_Grouped,HouseStyle_Simple,TotalSF,TotalBath,Qual_x_Area,Age,YearsSinceRemodel,TotalPorchSF,HasBasement,HasBasement,HasGarage,HasFireplace,BathPerBedroom,QuarterSold,PricePerSF,LotShape_Score,SalePrice
8,2006,132.0,7,36.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2989.0,2.0,12000,1,1,38,1,1,1,1,0.6666666666666666,2,71.2609568417531,3,212999
7,2006,0.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2540.0,2.0,8890,2,1,96,1,1,1,0,1.0,3,69.25196850393701,3,175900
7,2006,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2674.0,2.5,12565,2,1,111,1,1,1,0,0.8333333333333334,4,71.42857142857143,3,191000
6,2006,0.0,6,24.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2628.0,2.0,7884,1,1,22,1,1,1,1,0.6666666666666666,1,67.13546423135465,2,176432
7,1989,128.0,7,1065.0,RL,Pave,Low,Inside,Mod,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,MultiLevel,3219.0,3.5,14434,19,18,209,1,1,1,1,1.1666666666666667,2,86.0515688101895,2,277000
7,1988,360.0,7,608.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,LwQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,2802.0,3.5,13111,19,19,192,1,1,1,1,1.1666666666666667,2,73.87580299785867,2,207000
6,2006,472.0,7,697.0,RL,Pave,Low,CulDSac,Sev,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,ClearCr,MultiLevel,3588.0,2.5,12864,49,1,98,1,1,1,1,0.625,2,77.20178372352285,1,277000
6,1992,0.0,9,985.0,RL,Pave,Low,Corner,Mod,Feedr,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,ClearCr,MultiLevel,3533.0,3.5,11718,15,15,231,1,1,1,1,1.1666666666666667,2,67.93093688083782,1,240000
6,2007,157.0,9,568.0,RL,Pave,Low,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,ClearCr,MultiLevel,2919.0,2.5,12522,41,0,168,1,1,1,0,0.5,3,64.23432682425488,2,187500
8,1976,0.0,5,51.0,RL,Pave,Low,Inside,Sev,Norm,Norm,1Fam,Shed,WdShngl,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,ClearCr,SingleStory,2709.0,2.5,13944,31,31,0,1,1,1,1,0.0,2,102.99003322259136,2,279000
5,1994,0.0,6,550.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2044.0,1.5,5110,13,13,0,1,1,1,0,0.5,3,68.24853228962817,1,139500
5,1994,0.0,5,495.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1980.0,1.0,4950,13,13,64,1,1,1,0,0.3333333333333333,2,63.63636363636363,3,126000
6,1995,0.0,6,334.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2400.0,3.0,7200,12,12,26,1,1,1,0,1.0,3,73.95833333333333,1,177500
6,2006,0.0,6,539.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,1943.0,3.5,7848,10,1,54,1,1,1,0,1.1666666666666667,2,90.06690684508492,2,175000
6,1998,0.0,7,706.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2590.0,3.5,10776,9,9,36,1,1,1,0,1.1666666666666667,2,81.46718146718146,2,211000
5,1994,0.0,5,420.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1980.0,2.0,4950,13,13,0,1,1,1,0,0.6666666666666666,3,73.73737373737374,1,146000
5,1996,0.0,6,549.0,RL,Pave,Low,Inside,Mod,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2194.0,2.5,5485,11,11,0,1,1,1,0,0.8333333333333334,3,67.41112123974476,1,147900
4,1995,0.0,5,588.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1980.0,2.0,3960,13,12,0,1,1,0,0,0.6666666666666666,3,62.42424242424242,3,123600
6,1997,0.0,7,648.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2610.0,3.5,10716,10,10,162,1,1,1,0,1.1666666666666667,2,78.44827586206897,2,204750
7,1999,0.0,7,342.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2861.0,2.5,13111,8,8,123,1,1,1,1,0.8333333333333334,1,82.31387626703949,1,235500
7,1999,290.0,7,638.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2606.0,3.5,12271,9,8,74,1,1,1,1,1.1666666666666667,1,83.26937835763623,1,217000
7,2001,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2535.0,2.5,11830,6,6,103,1,1,1,0,0.8333333333333334,1,75.16765285996055,2,190550
7,2000,144.0,7,841.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2827.0,3.5,12894,7,7,96,1,1,1,1,1.1666666666666667,3,76.93668199504775,3,217500
7,2003,167.0,7,1013.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2932.0,3.0,10353,4,4,29,1,1,1,0,1.0,2,77.08049113233288,2,226000
7,2003,101.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2508.0,2.5,11676,4,4,68,1,1,1,0,0.8333333333333334,3,71.77033492822966,3,180000
5,1974,0.0,5,663.0,RL,Pave,Bnk,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Family,CollgCr,SingleStory,1758.0,1.0,4470,33,33,0,1,1,1,0,0.3333333333333333,3,74.5164960182025,2,131000
5,1976,113.0,6,502.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2040.0,2.0,5125,31,31,0,1,1,1,1,0.6666666666666666,3,75.24509803921569,2,153500
5,1977,51.0,6,755.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,VinylSd,BrkFace,TA,TA,CBlock,TA,Ex,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2004.0,2.0,5045,30,30,0,1,1,1,1,0.6666666666666666,2,79.84031936127745,3,160000
5,1977,0.0,5,539.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2080.0,1.5,5200,30,30,0,1,1,1,0,0.5,1,64.85576923076923,2,134900
5,1977,0.0,5,60.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1783.0,2.0,4535,30,30,0,1,1,1,0,0.6666666666666666,1,72.91082445316881,2,130000
5,1975,0.0,5,330.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,Con,Normal,CollgCr,SingleStory,1743.0,1.0,4395,32,32,80,1,1,1,0,0.3333333333333333,3,68.84681583476764,3,120000
5,1972,0.0,5,138.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1764.0,2.0,4410,35,35,0,1,1,1,0,0.6666666666666666,1,63.775510204081634,3,112500
5,1975,0.0,5,716.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1938.0,1.5,4845,32,32,0,1,1,1,0,0.5,1,62.95149638802889,3,122000
5,2000,0.0,5,671.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Y,WD ,Normal,CollgCr,SingleStory,1728.0,2.0,4320,35,7,0,1,1,1,0,0.6666666666666666,3,73.49537037037037,3,127000
4,2006,0.0,5,385.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1260.0,1.0,3500,35,1,0,1,1,1,0,0.3333333333333333,4,92.85714285714286,3,117000
8,2005,246.0,8,1464.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,4000.0,3.0,16000,3,2,0,1,1,1,0,1.0,3,76.475,3,305900
8,2002,149.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3453.0,2.5,17352,5,5,87,1,1,1,1,0.8333333333333334,3,66.17434115262091,3,228500
7,2000,0.0,7,1412.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3346.0,3.0,11711,7,7,229,1,1,1,1,1.0,1,80.69336521219367,3,270000
7,2002,100.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2918.0,2.0,10213,5,5,39,1,1,1,1,0.6666666666666666,3,65.79849211788897,3,192000
7,2003,0.0,7,654.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2911.0,3.5,13524,4,4,120,1,1,1,1,1.1666666666666667,2,73.17073170731707,3,213000
7,2002,214.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2589.0,2.5,12103,5,5,63,1,1,1,0,0.8333333333333334,3,77.2499034376207,3,200000
8,1999,0.0,9,281.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3480.0,2.5,19616,9,8,50,1,1,1,1,0.625,2,76.72413793103448,0,267000
8,1995,519.0,7,408.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3148.0,2.0,12736,13,12,35,1,1,1,1,0.6666666666666666,2,72.42693773824651,3,228000
8,2001,256.0,7,1198.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3970.0,3.5,19512,6,6,121,1,1,1,1,0.875,1,69.26952141057934,3,275000
7,2002,254.0,7,762.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,Y,WD ,Normal,CollgCr,MultiLevel,2852.0,3.5,13944,11,5,32,1,1,1,1,1.1666666666666667,2,73.98316970546985,0,211000
9,2002,215.0,7,1059.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3294.0,3.0,15012,5,5,45,1,1,1,1,1.0,3,86.52094717668488,2,285000
8,1996,438.0,8,1079.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3310.0,3.5,16720,12,11,65,1,1,1,1,1.1666666666666667,4,72.50755287009063,3,240000
6,2003,170.0,3,659.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,0,2.0,4,77.53537735849056,3,131500
8,2000,158.0,5,915.0,RL,Pave,Lvl,CulDSac,Mod,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2682.0,2.5,10728,8,7,84,1,1,1,1,2.5,1,92.05816554809843,1,246900
7,2004,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2775.0,2.5,13496,4,3,48,1,1,1,1,0.625,3,79.09909909909909,3,219500
7,2003,0.0,6,699.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2674.0,3.0,9359,4,4,39,1,1,1,0,1.0,4,69.18474195961107,3,185000
7,2007,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,CollgCr,MultiLevel,2214.0,2.5,10332,0,0,35,1,1,1,0,0.8333333333333334,2,81.02981029810299,2,179400
7,2006,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2736.0,2.5,12579,1,1,53,1,1,1,0,0.8333333333333334,2,78.03362573099415,2,213500
7,2004,106.0,7,0.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2844.0,2.0,9954,3,3,60,1,1,1,0,0.6666666666666666,4,63.150492264416314,3,179600
7,2005,0.0,5,709.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2359.0,3.0,8330,2,2,41,1,1,1,0,1.5,4,73.54811360746079,3,173500
6,2007,0.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,CollgCr,SingleStory,2660.0,2.0,7980,1,0,23,1,1,1,1,0.6666666666666666,3,63.097744360902254,3,167840
7,2006,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2229.0,2.5,10437,1,1,30,1,1,1,1,0.8333333333333334,2,75.67294751009422,3,168675
5,2005,0.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2304.0,2.5,7680,2,2,40,1,1,1,0,0.8333333333333334,2,72.48263888888889,2,167000
5,1965,0.0,6,698.0,RL,Pave,Lvl,Corner,Gtl,Feedr,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2428.0,2.0,6070,42,42,184,1,1,1,0,1.0,2,57.66062602965403,3,140000
5,1967,162.0,4,936.0,RL,Pave,Low,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Abnorml,Edwards,SingleStory,1872.0,2.0,4680,40,40,0,1,1,1,1,1.0,3,63.30128205128205,3,118500
4,1963,20.0,4,132.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,P,COD,Normal,Edwards,SingleStory,2176.0,1.0,4352,44,44,0,1,1,1,0,0.5,2,50.5514705882353,3,110000
4,1965,48.0,6,520.0,RL,Pave,HLS,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,TA,Typ,P,WD ,Normal,Edwards,SingleStory,1920.0,2.0,3840,42,42,0,1,1,1,0,0.6666666666666666,2,49.348958333333336,3,94750
5,1950,0.0,7,130.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,N,WD ,Normal,Edwards,MultiLevel,2252.0,2.0,6755,82,57,143,1,1,1,1,0.6666666666666666,3,54.174067495559505,3,122000
6,1960,198.0,5,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,P,WD ,Normal,Edwards,SingleStory,2358.0,1.0,7074,47,47,0,1,1,1,0,0.5,2,46.649703138252754,3,110000
6,1990,104.0,5,816.0,RL,Grvl,Lvl,Inside,Gtl,Norm,Norm,Duplex,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,1632.0,2.0,4896,17,17,32,1,1,0,0,0.6666666666666666,2,72.61029411764706,3,118500
6,1976,0.0,7,504.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2004.0,2.0,6264,31,31,0,1,1,1,1,0.6666666666666666,2,66.61676646706587,3,133500
6,1976,174.0,6,751.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2256.0,2.5,6678,31,31,30,1,1,1,1,0.8333333333333334,2,65.60283687943263,2,148000
5,1979,0.0,11,0.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,Duplex,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,MultiLevel,2233.0,2.5,11165,28,28,0,0,0,1,0,0.5,1,63.14375279892521,2,141000
